n,id,framerate,frames,bitrate,duration,size
0,pKHh-JhLnz8,12.0,2854,56306,237.865,1674161
1,pknv-_YB6a0,30.0,5605,2393261,186.85,55897613
2,pKNY-nREt_I,29.0,7514,203198,250.43599999999998,6361022
3,pmIS-jgfXTg,29.966154,9739,2169841,325.08299999999997,88172306
4,Pmviz_UwWOU,12.0,1843,53183,153.58333000000002,1021005
5,PnLB-0vUoqY,12.0,1704,56827,142.01167,1008766
6,po6o-LhBNnU,30.205608,3232,137117,107.833,1848227
7,potr-udnPlw,30.0,6780,137469,226.09,3885065
8,pqYW-zblAGo,30.0,1044,233114,34.766999999999996,1013085
9,Pr59-YOfkTQ,29.0,1920,3051286,64.08667,24443345
10,pRKa-nTO26A,25.0,6985,507815,279.36,17732912
11,prtK4Wqkn1s,25.0,5472,2141963,218.89333,58607698
12,Ps_f-aGPBfQ,25.045454,4959,494064,198.36,12250321
13,PtMU-teEQTY,30.107692999999998,5871,398023,195.94400000000002,9748789
14,ptVG-gsng28,12.991228,1481,210616,114.024,3001911
15,pu-2-L0KpxE,24.475,979,2638320,40.955,13506551
16,Pubh-c0s4NE,30.0,2207,790993,73.533,7270511
17,pum4-2WCH4M,30.0,14099,224650,469.93300000000005,13196338
18,PVSM-Yu8VIg,30.0,23682,462852,790.467,45733672
19,pW87-xgWaS4,30.0,5225,1980695,174.17166,43122635
20,Pwtr-JSwpbk,12.0,688,54330,57.351665000000004,389494
21,PZKA-RaF_mk,29.0,6667,1083963,222.205,30107752
22,pZVL-20nPWI,6.1649485,1794,97306,291.613,3546966
23,Q05i-cqaquk,25.0,2251,590388,90.0,6641873
24,q0Bg-jJ13LU,29.0,38873,578312,1297.029,93760984
25,q0JV-Zi5IVE,30.0,4013,751512,133.733,12562758
26,Q0PH-xYZy_c,12.0,508,54012,42.351665000000004,285939
27,Q0sa--_gO5o,25.07732,4865,276955,194.612,6737347
28,Q1ZJ-8MTk6M,12.0,1619,49646,134.95334,837490
29,q3C8-locVKU,12.0,702,50988,58.513332,372942
30,Q5m4-Z4fygI,25.0,5380,189768,215.16,5103836
31,Q6kp-wyYM3I,29.0,7063,171757,235.635,5059001
32,Q9XK-xKoSG4,12.0,1351,55750,112.61667,784803
33,QA-S-cICZRE,29.0,2869,312430,95.696,3737291
34,qBiE-HkEqEo,29.0,2699,491979,90.023,5536189
35,QBny-xSbmOk,30.0,2881,543350,96.01700000000001,6521357
36,_QBR-q58DNw,30.288462,1575,612254,52.506,4018380
37,qecR-oIGHE0,12.0,2420,54548,201.66666999999998,1375068
38,qEjg-xW03Ko,29.0,6547,350003,218.418,9555887
39,qfi-aIAz6sU,12.0,17968,56469,1497.3617,10569320
40,Qfkx-gnevnM,29.0,1278,298092,42.608999999999995,1587677
41,qg5a-9A51MM,12.0,11002,56482,916.86334,6473325
42,QgW-5IX_4iY,24.0,15809,445905,658.6669999999999,36712939
43,qIH-JHYViuc,29.0,7036,372009,234.735,10915446
44,QIKq-ofarUo,25.064102,1955,24251,78.315,237405
45,QkPx-0YhQtI,29.0,4894,814552,163.108,16607509
46,QlR5EGdZ4SI,12.0,3053,56357,257.04332999999997,1810796
47,qLtq-juNUfU,29.0,2148,251946,71.638,2256120
48,qLZe-cPAhYU,12.0,3250,56985,270.83667,1929214
49,QmgR-CPupWM,29.0,19994,610311,666.449,50842699
50,Qn7X-xUChgM,12.0,510,49707,42.538334000000006,264311
51,qNJt-Q0_lwU,29.0,1238,392079,41.274998,2022883
