n,id,framerate,frames,bitrate,duration,size
0,Ay8f-MWHZG0,25.0,2550,484209,101.96,6171245
1,aYI2-o9wtnc,12.0,6400,57865,533.3617,3857875
2,aYQ-cfxWpzg,12.0,1622,54779,135.185,925673
3,aYQh-L5KfvA,12.0,2371,53095,197.60166999999998,1311473
4,AZ8I-y7eFDE,12.0,2081,56847,173.45166,1232543
5,AzAL-1iKUII,25.0,2775,266732,110.96,3699581
6,AzQR-4ezzOc,12.0,18000,56317,1500.0083,10559619
7,aZUd-xhMlu8,12.0,7066,55355,590.2033,4083899
8,B1gA-k0NMoI,12.0,1620,58053,135.0,979646
9,B37_-4ISNAY,12.0,3755,56976,312.95833999999996,2228926
10,b3AS-p-oLUg,12.0,1535,55092,127.941666,881080
11,b4h9-1DJ0U8,12.0,2589,54703,215.75832999999997,1475337
12,B4UD--u7Fug,30.0,2310,393170,77.126,3790457
13,b4Uv-yZdJfM,25.0,4221,291203,168.8,6144395
14,b7Dx-CnpvxU,29.0,13049,473983,435.36800000000005,25794664
15,b7ZO-gVwhp8,30.10465,5178,1792936,172.729,38711514
16,b8UE-feikQs,10.0,2048,56548,204.845,1447955
17,b9nc-j8KwCQ,25.0,5078,276971,203.08,7030931
18,BAHu-Pna9tE,30.054167,7213,511602,240.483,15378977
19,bB5R-6vl9M4,12.0,2018,57828,168.205,1215889
20,bBAC-QxmCNM,29.0,2858,301002,95.329,3586789
21,BBLR-W5_De8,12.0,4909,57307,409.08832,2930473
22,Bc9W-aF4Svs,30.0,3146,1304107,104.88333,17097388
23,Bcol-2NSTqY,30.0,12752,1541673,425.08667,81918109
24,BdjaOIJCA0w,29.0,19443,480584,648.715,38970295
25,bfkq-vJofro,6.013889,1299,120486,216.5,3260676
26,bgc4-WooOsA,30.079645000000003,3399,478574,113.398,6783680
27,bJmK-KfO-io,12.0,720,56728,60.0,425466
28,bkSW-9HVlbE,24.163044,2223,2201981,92.81299999999999,25546569
29,bmt2-PhZAi4,25.0,2347,295887,93.84,3470759
30,BOLH-PaNrqg,29.995935,7379,227246,246.30900000000003,6996594
31,bpMF--P8QjM,12.0,1279,54305,106.625,723784
32,bpqT-ocbUqU,25.017046,13209,1013933,528.36,66965251
33,_BRC-0KgyL0,30.4,1824,2368262,60.943999999999996,18041419
34,bsFkxw8MaXM,24.0,8688,2540815,362.083,114998246
35,bsmW-iitMzE,25.0,12369,410857,494.77,25409971
36,BsoHRyzV-MY,29.0,4864,275531,162.262,5588527
37,BssB-z4-WNk,12.0,5830,56396,485.85332999999997,3425043
38,bt9f-YxDY6k,15.204082000000001,745,114001,49.756,709033
39,BtgW-qJ_leU,25.0,1771,389872,70.799995,3450370
40,bUF4-49yLOs,30.0,1539,295286,51.266999999999996,1892309
41,BvaS-3pRaPY,30.291665999999996,1454,489750,48.466,2967031
42,BWxR-qhUMf0,29.972431,11959,243529,399.152,12150648
43,c0np-kwrKZE,12.0,7691,56417,640.9167,4519837
44,C2Qg-Ejgc4g,29.0,8602,811956,287.02167000000003,29131122
45,c2uv-1TfcRA,25.03125,3204,811599,128.287,13014710
46,Cb0A-I54UUc,30.0,1158,425394,38.567,2050775
47,cBKA-Huulek,25.029787,11764,542943,470.648,31941924
48,--cCAD-8Y_U,30.001076,27871,522039,929.154,60631854
49,CCKn-sFlwpY,15.0,1427,278853,95.06700000000001,3313716
50,cErh-DBHjmg,29.0,6234,263017,207.97400000000002,6837595
51,CG1F-7BgnYs,15.008474,3542,165592,236.33,4891797
52,CJJn-o7tiIs,25.0,4850,2999505,194.00166000000002,72738626
53,Cj_k-mXrgRs,12.0,1336,57425,111.36166399999999,799379
54,cMb8-sRS498,30.003596999999996,16682,1998108,556.59,139015894
55,cnF5-dousl4,12.0,29048,56346,2420.68,17049732
56,CnI7b0eJ10E,29.0,6784,364113,226.326,10301048
57,cNIO-6M6b_w,29.0,11881,2580293,396.43332000000004,127864282
58,cPhj-a627aw,29.0,2414,528234,80.514,5316279
59,CRi5-_wtZBc,25.16883,1938,332058,77.531,3218099
60,cTyB-pUv8EE,29.0,11705,582882,390.523,28453647
61,CUln-T9vcVk,24.0,5758,391127,231.735,11329747
62,c-Vo-jDDzIo,30.0,3994,792630,133.1,13187391
63,cVwX-G-y3Zc,12.0,38912,56442,3242.6667,22877913
64,cXbl-pb3zfg,25.0,8507,292626,340.24,12445418
65,CyLR-3OlNYw,15.0,1134,231416,75.6,2186885
66,czcI-TzQ5Xk,24.983334,2998,516275,120.007,7744578
67,czLq-XxNgp8,25.0,5173,648348,206.88,16766279
68,Czp-cwz2xp8,25.0,15158,274165,606.28,20777666
69,d0F7tP3nw-w,15.0,7650,274438,510.0,17495445
70,D0I_-l8YTvQ,30.0,16727,2699912,557.58,188177167
71,D1hg-Ypxp2U,29.0,1558,255692,51.952,1660467
72,D2xt0P5PsP0,29.0,11089,4513645,370.00833,208760815
73,D6vcQardKeY,29.0,9391,1018887,313.35165,39908774
74,DChn-kO4Aag,20.0,3749,1050180,184.13,24171208
75,-dCKZ-ShFiI,25.0,4128,275858,165.08,5692337
76,d-DT-dx3rIM,29.0,1230,267931,41.008,1373419
77,DeSG-X4bL44,30.0,6052,325202,201.7,8199169
78,dFmQ-l35Zcc,25.0,4444,241431,177.72,5363390
79,DGic-Q2APKA,25.0,2499,1233644,99.96167,15414651
80,dhoH-ZAXOq8,29.0,3421,564366,114.11399999999999,8050264
81,dHtv-GjoqtQ,18.0,618,237140,34.278,1016087
82,diNB-F7FofY,25.0,2860,1374681,114.4,19657948
83,djAt-es2pho,18.0,7439,278003,413.222,14359620
84,DJFK-lLhHdo,29.0,2688,211147,89.656,2366327
85,DjKs5yVRduY,30.13402,2923,500861,97.537,6106566
86,DL6C-YPHmXA,12.0,1608,55688,135.37167,942337
87,d-le-TfqiVI,25.0,1809,899895,72.32,8135056
88,dLFA-B9fpZM,12.0,1324,54899,110.34167,757212
89,DMS3-QEcn_U,29.0,1046,551689,34.868,2404538
90,DMz-jU5oeas,29.0,10899,237378,363.63,10789753
91,DOoQ-Az1ttU,30.0,6463,506638,215.43332999999998,13643340
92,Dov_-B5aMQ8,15.0,4973,348655,331.467,14445982
93,_DrY-SXQaPs,12.0,1973,56250,164.44333,1156254
94,Dsxl-ea-ipw,15.0,1152,293319,76.59,2808169
95,DTct-UiqHN4,29.0,5763,290397,192.25900000000001,6978930
96,du6h-Necfss,25.0,5806,541537,232.2,15718128
97,dW3X-InUqD4,12.0,2062,55332,172.105,1190369
98,dXmX-hA4UXY,29.0,2114,952388,70.50399999999999,8393396
99,dyxcjiIZoMo,12.0,4725,56710,393.76333999999997,2791332
