n,id,framerate,frames,bitrate,duration,size
0,GQUX-3ToLmM,12.0,7034,56560,586.21,4144529
1,gS8k-NdPBWQ,25.12963,2714,99760,108.565,1353811
2,GT0Z-XXTjiY,30.0,14369,231546,478.93300000000005,13861898
3,GTzd-4vdQQU,30.02092,7175,118144,239.166,3532029
4,gUIu-hDcGrQ,30.064515999999998,3728,560832,124.391,8720319
5,gWZ8-pqXRbo,12.0,2650,54533,221.00667,1506522
6,GxEE-GCJMis,12.0,469,54987,39.101665000000004,268761
7,gXMM-6JhDzE,24.034246,7018,1225423,292.474,44800570
8,GXn0-yo-L0I,30.008416999999998,53475,2210269,1782.638,492513794
9,gZDG-8Te3tg,25.010256,24385,2313974,975.492,282157934
10,h52Y-SSyvoM,12.0,517,54367,43.095,292872
11,H5ae-PJpkwI,12.0,1300,52886,108.34333000000001,716235
12,h7Yi-30Hu0g,29.0,8682,780946,289.656,28275716
13,hAgnnpyBzI0,12.0,565,55547,47.09,326964
14,Hb3Y-GrgTAg,12.0,2320,53946,193.375,1303978
15,HDRU-XXTB1s,12.0,1919,49054,159.93833999999998,980714
16,Hgim-rP3r8s,25.0,1589,995760,63.52,7906335
17,Hhr_-i5uj98,29.0,6920,486551,230.864,14040911
18,hIEO-VfT-98,29.0,5748,389460,191.75799999999998,9335261
19,HIOR-xG0nWQ,12.0,3648,56064,304.04166000000004,2130756
20,hmJy-JUxezU,29.0,6421,325516,214.21400000000003,8716261
21,HOBj-zd9Has,29.0,7552,626880,251.958,19743454
22,hOcV-Tb9Z9Q,27.034483,14112,385640,522.919,25207340
23,hPZL-7eJSu8,25.066965,5615,429026,224.6,12044907
24,hQJs-OGzJqQ,12.0,1050,55563,87.53833,607988
25,HrVQ-q4gqBc,30.0,1953,272974,65.067,2220200
26,h_Rx-nwmeE8,29.0,12884,906379,430.26,48747365
27,HSkV-shegrs,29.0,9225,486403,307.774,18712775
28,HtoX-tIaRlU,29.0,5748,279147,191.75799999999998,6691094
29,hWGw-ILCD14,29.0,2550,499315,85.052,5308468
30,I1nP-NOaxJw,12.0,405,56555,33.761665,238677
31,I3ko-QkwyfI,30.0,1830,2975961,61.0,22691707
32,i4bJ-IXlpE4,30.008696,13804,759298,460.13300000000004,43672275
33,I-6N-5WFUPk,23.0,1462,259223,60.93600000000001,1974502
34,Ib5I-EeUU9A,30.0,15198,285490,506.56699999999995,18077512
35,IBBK-hqnZqQ,25.451612,789,231105,31.581999999999997,912348
36,Ibjd-a8dYbU,10.0,354,500637,35.41,2215946
37,iBMB-kHcd7U,25.0,1827,294328,73.04,2687220
38,IbOk-hvv84w,29.0,6528,672218,217.78400000000002,18299806
39,IcsF-1qnoz4,15.0,1232,288435,82.06700000000001,2958880
40,IEhz-Kt1fOk,29.0,5733,229897,191.25799999999998,5496225
41,iFSH-YZXKyI,15.037234,2827,272292,188.65599999999998,6421212
42,iIcV-kumrMc,10.0,1999,264710,199.8,6611145
43,IKgM-Q8GW90,30.109005,6353,47506,211.85299999999998,1258057
44,ikpu-DLZjS4,29.0,8866,1524698,295.845,56384291
45,IkYoc0Fa7yw,25.0,6665,256561,266.56,8548624
46,Ilgo-7KV65E,24.0,2843,602405,116.40299999999999,8765223
47,InJt-REz-6g,29.0,2218,462436,73.97399999999999,4276039
48,Inlj-BMCAAo,12.0,6239,56988,519.94,3703843
49,INMB-nVzEIs,29.0,6885,660985,229.696,18978203
50,iNvG--Q1Zus,25.0,3510,243259,140.36,4267993
