bal_1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;;1;1;0;1;0;1;1;1;0;;1;0;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;;1;0;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;1;;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1
brick_1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;0;1;;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;;1;1;1;0;1;0;1;;0;0;1;;1;0;0;0;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;;1;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;;0;1;0;0;0;0;0;;1;0;1;;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;1;1;;0;0;1;1;0;0;;0;0;1;0;0;0;0;;1;0;1;1;1;0;1;1;1;;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1;;0;0;1;0;1;0;1;1;1;0;1;1;;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;;0;0;0;1;0;0;1;0;0;1;0;1;;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;;0;1;0;0;0;1;0;0;1;0;0;0;1;;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;;0;0;0;0;0;0;0;;0;1;0;0;;1;0;0;1;0;1;0;0;1;1;0;1;0;;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;0;1;1;1;;0;1;0;0
d2_1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0
d3_1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
d4_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
dist_1;6.4;5;13.40502;12.6;5.625;9.7;10.2;15.352;9.94566;14.48607;3.45936;9.6;15.69841;14.4;10.6;10;13.5;12;10.8;15.6;3.9;7.2;12.92;12.6;1.8;8.86461;3.9;0.9;13.94023;16.8;10.16187;9.9;16.3;7.2;8.3;7.2;9;5.3;13.7;2.59452;2.65;15.6;9;10.8105;10.8;10.2;11.13;5.5;3.93;16;15.6;5.8;13;7.5;14.6;12;12.6;2.4;3.93;15.6;16.5;5;16.8;9;10.59429;8.03;9.7;8.86461;3;13.12;14.4;2.3;7.8;3.4;9.6;2.35372;12.6;2.65;7.804;10.2;9.96;12.35;10.16187;1.254;12;17;13.12;11.89155;5.4;14.91849;3.89178;7.5;15.6;7.56735;12.6;2.65;2.4;3;9;3;2.65;0.75;6.70251;15.6;14.91849;11.4;9.51324;16.5;2.5;12;9.64;5;3.24315;15;13.27;2.2;6;2.6;11.4;6.1;16.8;5.32;11.32;5.3;6.2;10.203;5.65;13.18881;9.6;7.2;16.4;7.3;4.7;14.17;13.18881;9.5;3.6;19.02648;2;2.65;5;3.9;2.4;10.2;13.83744;5;12.10776;12.6;9;9.1;7.831347;6;9.6;15.9;9;12;4.54041;9.6;9;5;12.92;14.4;4.2;9;13.8;12.6;10.05;12;13.15;11.77;3.24315;5;4.9;2.1621;4.4;1.5;6.70251;10.8;11.02671;10.3;6.27009;8.455;12.92;7.539231;14.91849;10.3;7.2;11.18034;13.8;15.466;6;3.6;12.9726;9.6;13.15;16.5;12;4.7;14.48607;14.895;10.07;3.3;12.5;12.5;13;18;9.6;9;7.2;14.62;2.4;7.2;1.25;9.46;13.5;12.6;5.675385;12;2.736;14.4;7.7;6;9.7;3.8;15.6;12.75639;10.906;9.94566;3;2.65;11.4;10.57;11.4;12.45;10.8;14.4;2.2;3.81;3.02694;19.02648;3.65;9;3.7;14.70228;7;15.352;5.6;6;5;2.4;13.27;12.6;9.7;5.7;3.6;21;13.8;13.12;1.94589;16.4;12.8;15.4;9;9.006;9.6;;12.10776;9.6;10.625;9.29703;11;17.5;12.6;8;0.92;12.9;2.7;11.78;5.6;7.95;8.03;6.4863;2.4;14.4;17.5;12;7.2;1.59;5;7.2;7.95;13.18881;12.75639;21;5;13.8;17.51301;9;7.2;9;7.2;9;6;4.16;11.5;10.906;15.6;12;6;19.02648;6;10.2;12;8.436;15.352;3.2;5;6;1.4;13.27;10.2;14;6;2.65;2.622;13.55323;2.4;13.18881;6;3.71;2.65;4.016217;12.83;7.2;11.38991;16.8;14.44;5.3;11.45913;11.56;2.35372;2;3.71;15.86;3.1;10.8;9.6;9;13.18881;13.8;5.3;14;10.3;11.3;12.35;12.483;12.6;9.34;10.6;12.6;14.15;6.7;15.6;9;4.09;7.5;10.8;16.5;2.4;5.7;3;7.2;9;7.78356;15;7.2;13.8;16.5;1.9;16.5;2.622;11.89155;12.03;5.3;1.3;7.2;5;14.44;9.6;6;15;7.8;4.7;12.78;14.44;12.6;9.78;5.7;13.7;12.8;5.6;16.8;11.4;7.1;7.78356;4.8;1.59;3.71;9.6;7.95;3.71;13.18881;16.8;7.2;7.76;2.65;7.2;5.3;9.6;21;14.6;15.466;13.5;9.375;5.83767;2.8;6;5.3;12.83;15.466;11.3;7.95;7.5;12;1.1;1.95;16.8;5.3;16.8;7.5;13.8;5;5.1;21.875;9;10.8;5;14.62;18;7.64;7.5;10.8;12.9726;2.65;11.4;9;10.8;5.4;4.5;6;15.5;13.2;17.2;9.6;6;9;4.3242;9;11.4;7.676;1.06;13.8;12.6;18;10.67;3.6;3;2.65;2.5;2.622;12.6;12.435;12.6;15.1347;10.6;1.9;3.71;13.8;13.125;9.7;6.70251;16.5;7.778174;9.88;6.4;8.68;15.6;13.5;14.05365;10.83
floor_1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1;0;1;1;;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;0;0;1;;0;1;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;;0;0;0;1;0;1;1;1;1;;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
price_1;31;40;57;35;77;30;35;29;63;56.7;75;31;33;33;37;53;32;42;39;33;63;31.5;29;33;175;103;46;77;32;31.8;68;89;29;35;39;33;29.5;63;70;110;38;30;54;80;42;32;34;71;43;49;27;120;61;34;27.5;95;35;61;36;45.2;39.6;63;34;48;85;40;43;78;63;42;31;72;34;70;48;50;25.5;78;29.5;29;31;34.9;85;82;33;49;44;56;85;59;100;37;33;73;27;43;135;62;68.5;44;62;75;76;24;51;33.5;70;70;35;36;32;51;104;26;32;61;75.5;53;34;27;35.3;44;29;48;66;27;44;65;31;38;47;95;100;55;65;82;70;55;115;58;37;50;33;28;58;36;80;29;48;30;75;32;30;52;35;37;74;29;34;37;29.5;29;75;53;44.5;31;36;31;40;33;82;77;53;115;190;200;68;36;67;34;65;135;29;72;50.7;28;34;110;44.5;36;76;36;51.7;33;30;63;40;100;63;62;40;36;88;193;48;35;29;33;35;23;185;35;110;42;47;18;135;30;26.5;32;57;44;31;37;31.6;54;30;63;35;46;32;36.5;32;30;29;27.5;60;36;80;56;185;64;28;54;34;26.5;35;70;38;37;48;26;42;60;902;43.5;41;39.5;65;89;39;43;37;35;38;35;106;31;75;75.8;28;75;30;28;75;38;65;33;46;37;32;70;115;34;59;27;36;72;65;28.5;62;55;50;51;41.5;44;45;39;31;37;32;70;62;74;45;29.3;35;39;58;55;67;35;45;31;27;107;57;80;125;34;38;55;65;30;50;31.99;37.5;53;115;34;72;105;35;35;69;34;45;47;60;37.5;70;210;62;32;65;36;27.4;64;57;43;95;34;29;42;35;29;36;34;29.5;37;40.5;41;30;40;29;42;44;35;65;35;53;29;64;67;26.5;35;37;38.5;45.6;80;39.5;60;45.1;63;56;31.5;48;41.5;29;62;53;35;87;32.5;43;32;43;35;58.5;70;38;34;38;30;50;34;95;53;27;53;52;70;33.7;28;115;81;35;80;30;47;26.5;39;34;78;85;120;90;48;41.6;31;47.5;72;89;25;65;240;35;43;32;39;44;52;115;64;76;33.5;47.5;26.5;29;36;41;29;75;45;35;28.5;46;31;95;110;35;48;34;27;92;40;85;70;37;33;62;37;30.5;32;29;85;38;66;96;26.6;37;65;30;46;43;60;51;36;92;90;86;46;53;69;36;46;34;35;47;35
totsp_1;39;47;86;36;84.6;45.3;36;40;58;73;67;36;44;36;35;64;43;37;39;35;60;34;37;37;97;80;38;81;43;38;68;80;36;33;40;38;32;60;100;122;38;32;54;75;40;32;40;71;40;59;31;108;84;45;30;74;33;37.4;38.3;35;37;54;39;46;80;41;38.5;70;52;36;32;57.1;40;40;62;46;25;58;30;32;34;35;78;39;43;64;39;76;65;75;63;42;37.4;55;33;43.5;61;50;61;39.8;53;48;80;32;51;34;77;64;37;41;32;51;80;33;40;57;68;36;35;30;38;29;28;60.5;73;31;29;65;36;32.6;54;101;100;73.8;68;56;38;56;62;45;45;32;30;31;62;37;75;35;45;32;56;42;38;59;39;39;70;30;32;44;33;32;42.8;56;34;35;37;33;38;37;66;61;44;97;110;126;81;35;76;35;77;90;38;54;81;31;31;47;34;39;69;34;82;36;33;60.8;43;108;75;66;39;32;74;116;59;40;34;32;35;21;136;38;83;36;53.5;31;72;32;30;33;38.4;38;38;35;35;70;30;69;32;47;35;35;35;35;32;33;47;35;65;59;77;65;30;60;46;33;32.3;53;43;33;42;31;52.3;64.4;180;44;38;36;60;74.4;37;44.5;43;35;33;42;79;36;100;75;33;74;31;30;85;40;36.1;32;43.5;43.3;38;82;62;35;103;38;36;60;52;33;57.9;50;60;49;36;38;54;44;35;36;34;68;44;65.4;40.6;40;39;43;58;62;55;36;37;32;33;91;48;57;116;33;34;76;54;44;42;38.3;33;57;71;38;60;59;32;30;59.7;39;39;52;77;39;58;90;68.1;37;36.1;39;36;65;72;39;61.3;38;31;37;39;31;37;33;31;37;61.5;32;32;40;30;47;39;37.2;56;32;45;36;65;79;33;31;33;44;32.4;76;39;73;38;50;33;32;52;38;35;44;75;31;99;39;38;33;38;32;62.7;51;33.2;38;39;30;65;32;65.4;52;30;52;50.4;67;38;30;76;60.1;36;52.2;37;51;33.3;39;44;57;72;98;97;50.5;39;33;36;60;92;32;36;110;34;57;38;47;38;48;80;80;62;35;41;33;36;35;48;30;72;44.5;34;28;39;31;91;76;39;64;33;30;57;36;75;60;39;36;54;38;30;39;32;100;35;58;99;30;37;77;30;61;52;46;52;33;75;106;103;45;55;56.5;30;34;35;44;59;35
walk_1;0;0;1;0;1;0;1;0;0;0;1;1;;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;1;0;1;1;1;;1;1;0;1;0;;1;0;0;1;0;1;0;1;1;1;;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;0;1;0;;1;1;1;1;1;1;1;;1;1;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;0;1;0;1;1;1;0;;0;1;1;;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;;1;1;1;;0;1;;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;;1;0;1;1;0;1;;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;0;1;;1;1;1;0;1;;;1;;1;1;0;1;0;;1;0;1;1;1;1;0;1;0;1;0;1;0;0;1;1;1;0;1;0;1;1;1;;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;0;1;;1;1;0;0;1;0;1;0;1;1;0;1;0;;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;1;0;;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;;0;1;0;1;1;1;1;;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;;1;1;;1;1;1;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
